,ar-0,ar-1,ar-2,ar-3,pr-0,pr-1,pr-2,pr-3,class-0-latency,class-1-bw,class-2-bw
1161,20,9,29,29,73,62,97,94,1.591577,5256.727934000002,3563.916681750001
1162,2,28,1,64,31,100,72,100,1.655668,5612.617728499999,549.8707304999998
1163,2,19,11,21,17,76,55,94,1.6138249999999998,6089.459659749996,3214.851620249999
1164,14,6,16,31,87,72,56,100,1.575664,6132.864950999997,2680.74154675
1165,9,15,10,18,52,96,53,97,1.583373,7589.844463500003,2080.9173592499988
1166,3,24,0,41,62,70,84,100,1.596538,6277.920004750005,1863.1577495000006
1167,17,15,19,6,97,77,88,36,1.593032,6734.071971249991,4032.9003325
1168,7,37,31,1,41,83,80,67,1.608385,7088.292835249994,4083.3413607500024
1169,9,16,15,26,74,92,71,92,1.581364,6931.7185887500045,2259.38439275
1170,8,33,31,2,64,81,92,94,1.606802,7050.682306000003,4031.2218667499983
1171,15,24,29,4,99,67,80,30,1.590044,6107.280250999998,4672.088620999999
1172,10,16,15,14,75,100,91,87,1.602503,7530.214785749999,2485.669850999999
1173,22,2,45,27,67,54,99,58,1.586599,4941.061732000004,4029.521942249999
1174,19,10,14,9,72,47,75,90,1.6087509999999998,4733.541011000002,4953.314067
1175,22,9,22,43,86,34,100,99,1.587035,3804.2485720000022,4043.924807499998
1176,26,28,32,11,76,100,93,60,1.595602,6636.302470000002,3633.3775517500003
1177,7,12,18,25,30,76,96,87,1.576338,6421.617272249997,2851.7961515000015
1180,12,33,5,18,34,99,38,81,1.605386,8136.609793250003,1433.2687857499998
1181,26,8,1,25,92,72,45,90,1.597333,5941.073894500003,3012.2661585000005
1182,5,25,34,30,26,87,100,90,1.60165,5391.6621215000005,3451.4939777499994
1183,30,2,24,5,89,43,85,19,1.60166,4658.538102749999,5155.3165905000005
1184,12,7,20,24,54,24,83,89,1.617797,2988.557816000001,4629.820584000003
1185,21,1,29,15,55,99,48,31,1.59563,6267.09341925001,3424.946068500001
1186,18,21,12,8,96,100,84,41,1.5973419999999998,8455.827233499997,2136.8122087500005
1187,34,24,18,12,48,87,90,42,1.599928,6967.0343410000005,3255.269526249998
1188,23,24,8,19,79,74,88,75,1.5840670000000001,5796.09871125,3740.099667249999
1189,12,15,1,53,27,40,42,97,1.597713,4206.601381999999,3129.8482412499957
1190,27,17,22,19,98,86,80,96,1.580162,6714.091302750002,3033.0610267499997
1191,27,15,24,8,100,64,89,83,1.5946069999999999,5722.514391999997,4732.258318999999
1192,21,5,36,30,61,77,84,70,1.59156,5236.6852762499975,3610.594272250001
1193,16,28,24,6,55,72,99,38,1.5914030000000001,6340.804101250003,4312.995673
1194,15,18,9,11,83,97,77,79,1.608852,7986.6015915,2253.20219775
1195,4,27,4,29,53,93,84,94,1.60637,7381.294965749997,1357.885598999999
1196,13,16,15,8,84,99,98,84,1.606226,8126.04069825,2399.5065675
1197,26,16,56,0,27,53,59,24,1.597937,5223.609209249998,4699.881075000002
1198,32,18,3,16,66,44,39,36,1.587695,4803.663491,3615.5009267500013
1199,16,12,22,17,67,74,94,88,1.577907,6294.264793500001,3504.6446312499984
1201,28,10,20,22,97,39,73,80,1.5954519999999999,4177.622798000001,4682.2738654999985
1202,12,21,6,27,98,76,82,97,1.5816729999999999,6522.138121250002,2613.4061810000003
1203,29,14,22,0,100,90,72,92,1.609394,7522.072789250002,3599.8201344999998
1204,13,25,17,9,75,86,79,42,1.5980509999999999,7022.104264000001,3421.652317500001
1205,21,1,39,12,69,72,92,93,1.576868,6188.433167249996,4057.571888000001
1206,30,21,22,17,81,47,93,97,1.592522,4720.568658750002,4542.844296250002
1207,14,16,17,29,51,67,88,88,1.5805639999999999,5673.340560499998,3198.574781249998
1208,0,23,2,28,75,76,12,96,1.612997,6662.51302,1530.4231630000006
1209,5,18,20,17,49,91,92,81,1.595878,7169.686555999997,2777.3022654999986
1210,10,15,16,7,52,88,81,95,1.608397,7426.011565249994,3242.6428787499995
1211,25,39,20,7,90,95,85,75,1.611882,7606.0676562499975,2933.2613952499983
1212,38,2,17,6,100,41,77,82,1.6064189999999998,4280.4396125,5651.9174577500025
1213,8,24,13,12,47,93,98,50,1.5888390000000001,7914.444209499991,2386.981248749999
1214,28,29,8,26,57,63,99,66,1.588072,5575.783252250005,3543.311356750004
1215,26,13,21,28,89,52,62,77,1.577096,4992.980955499999,3917.38414525
1216,33,18,23,6,97,60,83,46,1.596776,5546.907185500001,4848.636388250001
1217,2,21,37,26,90,73,99,73,1.610085,5460.987093749997,3648.7638965000015
1218,15,31,0,38,54,85,81,74,1.596134,7091.250420249995,976.0308262500001
1219,18,3,7,20,97,95,46,100,1.594156,7866.710426749999,1653.6986837499996
1220,4,18,16,41,7,73,81,87,5.263526,5627.6869747499995,2509.5784670000007
1221,30,48,0,0,73,100,77,47,1.6127259999999999,8362.770078249998,2775.0158312500002
1222,19,40,4,7,89,95,65,71,1.597363,8044.406174749991,2659.8870734999987
1223,37,24,22,14,97,87,65,82,1.5881919999999998,7035.372255499997,3076.0705479999997
1224,9,22,14,20,61,53,100,82,1.592258,4987.8478052499995,4338.576792250001
1225,4,21,12,13,71,92,95,57,1.603606,7629.266980249996,2553.402184000002
1226,21,14,7,14,98,93,61,90,1.5855920000000001,7948.8229755000075,2170.0572962500005
1228,3,40,32,5,46,95,78,72,1.621382,7201.81226750001,3629.4114605
1230,6,34,5,35,36,100,83,81,1.606188,7142.970561,1219.521761
1231,25,37,16,20,89,88,89,60,1.584918,6802.420620000006,2755.4047102500017
1232,9,16,3,54,36,72,61,74,1.584842,6039.336921250002,1040.2655604999995
1233,31,15,26,2,96,100,98,99,1.6193849999999999,7765.797376500003,3242.8014282499994
1234,15,27,27,29,64,90,85,86,1.5758519999999998,5909.391641499999,3078.3164509999992
1235,15,18,1,20,55,65,31,94,1.582156,5595.672128999997,3044.5396899999996
1236,22,5,17,11,99,84,98,94,1.602187,6805.59635075,3492.3481939999997
1237,12,22,6,12,59,89,32,48,1.5923539999999998,6996.9165345,2612.59079125
1238,30,10,29,0,96,40,99,54,1.6107909999999999,4256.554844750002,6095.238924500001
1239,18,20,27,2,100,91,99,41,1.614554,7653.357984249997,3387.7992620000014
1240,1,41,22,15,18,95,85,72,1.6453389999999999,6895.289422499993,3094.633816750001
1241,7,11,21,30,65,95,100,69,1.587008,6339.896915500005,2640.80881925
1244,6,20,31,7,54,59,90,93,1.6033979999999999,5432.627200500002,4945.576190499998
1245,44,12,19,12,69,58,82,89,1.5834679999999999,5375.641582500007,4667.500260249998
1246,6,20,10,52,82,57,95,95,1.596943,5313.223599750003,2173.187734
1247,4,10,26,26,32,56,85,92,1.584303,5243.490934750007,3790.7600410000023
1248,9,16,15,30,96,60,55,99,1.589671,5301.369431000001,3457.926511500001
1249,37,12,23,10,100,38,69,80,1.602179,4134.165049249997,4795.141219999995
1250,18,3,34,31,92,81,97,97,1.581602,5283.645389000002,3455.923796500002
1251,1,57,29,7,46,99,75,45,1.682237,6882.952449500007,3597.8150382499975
1252,10,3,40,21,80,29,88,90,1.6086900000000002,3373.917342749999,4959.102868249997
1253,2,4,66,9,85,61,99,69,1.633084,4881.511925749997,4813.750980499999
1254,24,19,30,19,93,92,100,62,1.604906,6109.678745250001,3525.8078587500004
1255,38,2,29,24,92,26,85,62,1.614047,3086.496593749997,4971.33135625
1256,14,0,19,15,80,24,76,23,1.620015,3501.1053090000028,5029.625892499998
1257,24,7,13,18,99,80,88,80,1.585173,6620.547773500002,3116.8234345000014
1258,38,16,28,14,98,49,71,81,1.5909339999999998,4879.249334750001,4720.401764249999
1259,20,11,34,17,60,94,98,63,1.581205,6248.880626500004,3610.2807514999986
1260,27,15,20,17,73,40,48,33,1.5904639999999999,4477.316140500001,4112.335443249998
1261,5,13,20,16,29,71,96,89,1.592628,5998.623371000004,3764.9738797500013
1262,28,9,2,23,100,80,34,93,1.5884049999999998,6325.389144499998,2543.200253
1263,18,25,12,17,74,99,39,78,1.587227,7667.75965549999,2068.2036880000005
1264,28,41,4,14,80,95,95,84,1.595699,7726.083993749997,2341.2108415
1265,0,28,12,23,10,70,91,46,2.458771,6010.251044750002,3338.9163012500003
1266,3,23,28,20,21,65,100,63,1.596493,5758.749246,3792.1750555000003
1267,31,8,29,23,83,27,78,93,1.6191740000000001,3275.1309855000004,4509.872199000003
1268,8,1,24,21,71,65,98,97,1.584175,5738.842486499998,3709.210156250001
1269,3,15,21,20,21,92,78,75,1.594282,6829.696892500001,2871.561050000001
1270,13,16,21,22,73,78,94,98,1.593958,6343.961951250001,3089.302783250001
1271,9,14,17,35,71,36,40,90,1.589772,4027.5216067500023,3588.3402822499993
1272,8,24,18,26,88,90,94,91,1.575062,6689.175366750002,2515.0012952500006
1273,22,4,29,24,77,44,93,78,1.578177,4467.244147499998,4518.296719999999
1274,31,25,27,5,100,84,94,77,1.599231,6961.287259250004,3832.243680250001
1275,12,18,22,12,85,77,99,72,1.582946,6652.615068749998,3571.9394679999964
1276,35,6,29,11,96,44,72,81,1.608078,4535.268543000003,4956.694840000002
1277,21,22,12,9,98,96,69,46,1.5938059999999998,8044.575452250008,2459.8741524999987
1278,11,28,3,12,83,94,69,44,1.590301,8050.410748249999,2257.1086895000008
1279,15,14,13,10,70,79,62,76,1.5977700000000001,6599.320173000004,3681.3473702499996
1280,23,17,25,8,100,71,100,63,1.583829,6340.053079500004,4182.8370105
1281,23,34,0,34,97,85,52,82,1.597925,7243.6964532500015,1088.998318999999
1282,10,4,22,18,43,50,70,74,1.583479,4919.719693749996,4522.63832175
1283,0,17,11,21,76,64,47,93,1.587364,5810.109377999995,3488.798140750001
1284,57,15,13,11,92,69,82,73,1.593715,5982.793568500004,4172.750713500001
1285,20,20,13,1,70,80,99,90,1.606751,6886.008978249996,4274.669885250001
1286,15,15,0,27,56,64,15,96,1.58484,5924.921035000003,1866.6589262499992
1287,18,17,42,8,52,51,98,29,1.5955650000000001,5081.593988500001,5029.220583000001
1288,29,16,1,22,100,97,98,98,1.6009069999999999,8023.7913137500045,1222.985979
1289,7,33,0,33,70,91,22,99,1.602574,7421.604395250002,852.6599417499998
1290,12,5,24,27,92,69,76,100,1.5696080000000001,5957.432984500001,3149.1363042499997
1291,2,27,9,54,26,56,96,91,1.627737,5268.332957250006,1997.9977607500005
1292,5,20,2,36,40,69,76,94,1.593887,6131.838559999991,2348.5064500000008
1293,26,24,3,21,100,99,53,90,1.606971,7967.574594499999,1329.4458370000002
1294,5,23,30,31,76,74,94,98,1.596174,5566.5397647499985,3233.4101202500015
1295,13,17,22,5,58,70,85,50,1.5875629999999998,6201.663017249996,4538.815021000001
1296,2,19,8,25,68,81,86,94,1.584648,6741.343738500004,2458.1313147500005
1298,27,44,0,6,71,99,52,22,1.604883,8370.3076825,2328.9394374999997
1299,25,8,20,7,79,57,100,83,1.591618,5456.91966975,4813.381436250001
1300,22,5,5,19,89,98,100,93,1.60161,7956.328391499999,1575.5867952499998
1301,25,21,1,27,99,92,76,100,1.59849,7772.607803750002,1103.2497862500006
1302,4,2,39,44,44,22,77,62,1.625633,2767.9193024999986,4879.831073499998
1303,35,16,1,15,100,62,91,89,1.579348,5607.875584500001,4258.371591249996
1304,5,31,0,18,89,93,49,86,1.592214,7627.371550000006,1990.8082472500014
1305,3,68,1,11,73,89,2,17,1.625554,7742.851971500001,1295.70722625
1306,20,15,39,15,98,86,98,48,1.60287,6015.628572499998,3904.5464999999967
1307,22,17,24,8,88,64,93,89,1.596812,5778.621434499997,4650.226828750001
1308,32,8,29,3,90,75,84,53,1.598137,6523.8368519999985,4422.4989410000035
1309,42,6,4,41,88,59,54,96,1.582141,5524.679421499998,2867.45786675
1310,18,21,13,7,76,98,76,69,1.597869,8214.7014115,2462.68033925
1311,15,9,39,34,71,71,96,97,1.5802809999999998,5025.258061500002,3608.1027997499973
1312,29,31,15,14,98,97,92,83,1.589686,7775.808573000004,2302.65855675
1313,15,3,27,28,49,14,89,95,1.62643,2095.068694,5290.555954000001
1314,22,19,24,7,99,78,94,73,1.5896789999999998,6691.6728005,3931.0276502499987
1315,20,9,35,0,93,43,100,36,1.602564,4515.82789225,5676.082370500005
1316,13,12,16,10,71,80,73,57,1.589618,6690.250635750001,3657.926320749999
1317,12,1,15,23,88,11,92,98,1.6120329999999998,1617.8286075,6172.025204000001
1318,26,9,4,18,99,65,87,93,1.575594,5797.197818000001,3879.1394247499957
1319,7,23,23,29,33,88,99,100,1.5789339999999998,6178.299187249994,2851.5195829999993
1320,25,0,30,24,66,99,97,89,1.5942919999999998,5868.978496250007,3416.03636775
1321,29,9,40,12,74,61,93,31,1.594962,5574.485063750004,4525.488614750001
1322,27,4,24,30,98,33,78,98,1.607306,3704.764842749997,4695.5025192500025
1323,39,20,3,30,99,85,26,72,1.596749,7043.272259249997,1491.8446547499996
1324,11,9,21,9,93,35,85,82,1.609385,3876.8553714999985,5053.118467999999
1325,24,23,13,31,72,50,28,61,1.594716,4884.6638219999995,2960.9119879999994
1326,48,16,9,18,62,64,69,66,1.582418,5582.900047999994,4051.1476997500004
1327,31,28,9,21,99,80,55,98,1.578278,6794.412135499998,2730.7605740000013
1328,31,3,2,18,99,62,52,66,1.5768529999999998,5562.634470249999,3781.28767
1329,6,26,28,19,85,73,77,93,1.6022509999999999,6056.222914249997,3554.2774200000003
1330,20,4,22,24,93,25,89,96,1.61476,3041.29123925,4865.5533795
1331,16,14,15,6,94,82,88,60,1.59878,7022.461894999997,3689.0387542500025
1332,17,22,21,13,74,91,89,49,1.5861200000000002,7331.453561749997,2863.23547125
1333,15,13,26,28,97,59,98,93,1.578072,5357.2010995,3589.931726249999
1334,19,24,24,1,33,95,49,36,1.6063990000000001,7983.671424499996,3064.943551999998
1335,11,4,27,30,70,57,100,100,1.597918,5260.604618749996,3529.090883499999
1336,30,2,3,54,90,83,20,86,1.592172,6132.028102249997,842.4043632499996
1337,26,22,12,19,86,100,79,77,1.59204,7685.288192000005,2009.7267655
1338,4,16,28,40,44,51,92,96,1.599751,4931.638241749999,3285.599947500001
1339,12,18,25,28,88,70,84,95,1.594785,5739.364621749999,3200.6359112499995
1340,19,23,27,11,74,100,100,68,1.6278700000000002,5581.83192875,4233.645200749997
1341,34,5,33,9,97,18,83,29,1.603517,2515.2587905000014,6143.021584249997
1342,20,25,0,3,64,94,84,63,1.607613,7912.675141499993,3045.066594999999
1343,17,22,9,18,81,86,100,83,1.58663,7234.960793250005,2582.8015860000023
1344,28,21,12,20,67,87,85,83,1.596455,7185.916898500004,2404.159306999999
1345,40,9,21,28,93,56,91,72,1.576931,5289.784669749997,3727.70070875
1346,10,17,17,14,65,99,91,79,1.584562,7657.307383750001,2518.72539625
1347,13,19,17,21,65,90,83,98,1.5753979999999999,7092.406752249997,2512.4204152499988
1348,34,34,21,3,100,100,69,28,1.616203,8146.02613225,2812.3533725000007
1349,30,4,21,8,98,85,88,65,1.604293,7132.742403000007,3404.7067144999987
1350,10,5,16,21,61,77,85,86,1.599297,5931.2260160000005,3405.6639680000035
1351,24,13,14,28,99,97,89,97,1.580133,6945.3620887499965,2091.4793000000013
1353,29,20,11,21,93,71,89,72,1.582097,6107.934711000005,3436.554669749999
1355,19,14,15,25,96,63,56,98,1.575208,5615.088942250003,3497.8175162499983
1356,15,27,26,2,74,99,95,56,1.607049,7942.95787825001,3139.008283750001
1357,19,33,0,36,89,94,30,81,1.597762,7454.6504017499965,724.7924792499989
1358,19,16,8,23,95,74,88,98,1.5966369999999999,5965.2733802500015,3266.0102867499986
1359,20,23,13,4,86,97,99,60,1.602463,8089.985849999998,2786.890267999998
1360,23,13,12,8,42,31,49,73,1.605367,3637.0027034999985,4141.2925715
1361,21,37,14,15,97,95,40,73,1.585758,7823.200226000004,2145.4226984999996
1362,8,22,1,37,29,64,95,97,1.5750609999999998,5636.111496250004,2756.62898975
1363,19,10,36,15,63,78,96,98,1.588601,6108.211278999996,3894.5388787499996
1364,14,59,19,3,72,96,45,79,1.603465,7990.293506999994,2848.482131500001
1365,0,27,46,7,1,80,73,76,34.880199,6389.651299999998,4555.431602749998
1366,1,22,34,18,53,43,75,97,1.6350419999999999,4503.563640749999,4771.897793000003
1368,14,21,28,3,75,80,100,86,1.603554,6938.941477249996,4057.2786324999993
1369,19,16,8,28,42,70,25,60,1.582436,6043.809654500001,2455.9020982499987
1370,11,26,17,1,95,100,72,45,1.6053410000000001,8536.0503175,2651.9846922499983
1371,9,20,25,23,68,34,86,62,1.6159089999999998,3850.969077000001,4786.115883750002
1372,17,3,13,15,100,38,86,90,1.5993439999999999,4080.9202202499987,5062.639714249996
1373,26,24,18,16,98,100,90,88,1.5843669999999999,7488.0182737500045,2526.453732249999
1374,30,9,16,18,86,67,42,55,1.5854979999999999,5575.238463499998,3505.6614855000007
1375,11,41,19,27,94,86,78,75,1.576873,6512.740851749999,2627.3322109999995
1376,31,11,30,22,90,53,98,85,1.574168,5063.444375999996,4201.534986000002
1377,37,20,21,3,99,83,86,83,1.5979869999999998,7161.3359479999945,3860.4080684999985
1378,41,9,10,36,99,55,65,90,1.570586,5251.4958387499955,3255.445956750001
1379,6,19,19,4,69,97,100,55,1.618819,7881.332636500007,2970.367669750001
1380,3,19,26,11,72,96,84,98,1.589905,7262.330055499999,3173.6946110000004
1381,26,4,0,37,68,92,68,84,1.599332,7240.0856017500055,864.0599245000004
1382,23,23,15,7,99,99,84,34,1.611621,8054.673674749994,2505.5170082500017
1384,15,7,12,41,57,63,39,100,1.57822,5588.2620792499965,2514.0750417500008
1385,16,46,0,15,44,93,1,94,1.61231,7440.000770250003,501.22618600000004
1386,20,30,1,25,66,84,85,95,1.581569,7046.869995500005,2128.2660957500016
1387,39,3,27,2,100,49,91,26,1.6294279999999999,4880.0170435,5351.600646999999
1388,41,2,0,9,98,76,81,97,1.591707,6499.296426250007,3967.8275575
1390,18,0,18,11,96,42,96,97,1.610427,4389.654398000005,4938.099385250001
1391,15,25,10,11,100,95,79,87,1.597688,7673.119308249998,2656.0413832500017
1392,12,8,31,7,100,76,84,25,1.590417,6659.659146250001,3939.683437750002
1393,15,4,8,50,94,39,53,92,1.586806,4037.219284499998,3362.7069
1394,2,19,16,48,56,31,35,70,1.631699,3590.1010040000037,3442.8703772499994
1396,6,24,6,28,36,90,33,94,1.5941619999999999,7497.435807750006,1411.0052579999995
1397,0,29,0,19,51,98,45,90,1.6171289999999998,8259.46688499999,1246.0756275
1398,24,7,23,23,100,22,100,63,1.620644,2772.5815779999984,5194.2348487499985
1400,14,4,32,32,72,39,91,98,1.58342,4248.300791749998,4133.840800000001
1401,16,18,16,8,91,99,86,53,1.599552,8198.142053,2393.3696755000005
1402,0,27,23,25,82,88,90,100,1.613872,6365.7605695,2895.9095474999995
1403,34,34,11,6,94,99,62,50,1.6026,8399.720193,2336.747646000001
1404,23,8,15,43,63,69,62,81,1.579021,5690.3338415,2358.1111427499995
1405,2,22,42,31,39,85,90,93,1.6385969999999999,5100.086927250002,3747.205735000001
1406,27,13,23,19,84,52,91,72,1.578045,5049.688816500001,4322.918652249999
1407,22,25,7,24,98,84,59,94,1.583374,7203.081847499995,2103.7375922499996
1408,28,0,27,8,89,97,94,54,1.607661,7087.31889725,3420.26949025
1409,13,10,29,17,78,49,100,60,1.595125,4815.959928749996,4710.842369250001
1410,21,27,24,25,95,86,78,87,1.584954,6260.348559750006,3012.046813500001
1411,13,17,16,3,98,89,87,40,1.602963,7581.564186000007,3421.5712552500004
1412,17,21,1,24,75,93,85,98,1.593153,7776.677610500008,1373.988391000001
1413,47,8,11,4,83,73,39,81,1.58906,6285.1166769999945,3641.3395414999986
1414,23,6,10,11,90,89,90,57,1.599729,7101.4797695,3110.1608269999992
1418,23,12,3,16,86,53,18,97,1.578996,5200.43492175,2171.705962250001
1419,41,30,3,2,97,60,40,34,1.580917,5423.575642499997,3833.3547135
1420,24,4,13,30,94,89,56,58,1.585103,6627.966167249999,2183.32171325
1421,23,12,18,6,99,96,95,40,1.6115659999999998,7993.714808750005,2711.6477502499993
1422,14,24,17,19,57,94,96,79,1.582442,7214.207647749997,2545.812130000002
1423,10,23,15,20,79,100,74,92,1.5770309999999998,7256.891727999989,2371.519803499999
1424,1,23,28,18,24,82,87,97,1.6079089999999998,6550.812722000001,3256.95037875
1425,13,27,3,5,46,89,58,64,1.601993,7509.337662750001,3235.0671295000016
1426,4,17,11,20,64,89,57,100,1.593334,7366.820573999993,2224.539516249998
1427,30,14,19,27,79,73,50,59,1.57487,6194.940803500001,2869.619131749998
1428,15,25,14,30,91,93,50,100,1.590199,6733.9479925000005,2119.1191667499997
1429,23,10,13,27,79,74,89,94,1.5802260000000001,6296.209095750005,2806.726693249998
1430,15,8,20,20,90,57,100,94,1.585952,5305.867197250001,4139.280319499999
1431,12,29,16,16,100,97,84,76,1.591015,7604.25925325,2379.741667500002
1432,16,27,27,14,97,88,74,88,1.578017,6898.475884749995,3274.6183859999983
1433,5,25,12,24,90,97,73,83,1.593869,7207.113502999996,2097.6877232499996
1434,21,43,10,21,33,71,98,53,1.577185,6020.948885750004,3466.44997825
1435,17,16,15,6,91,81,96,93,1.602163,6735.510826250002,3891.9687282500017
1436,2,27,17,9,75,97,98,78,1.615228,8022.544381750012,2490.346432
1437,20,26,27,18,91,79,79,89,1.578459,6504.26745649999,3316.085339249999
1438,15,10,21,30,83,61,66,90,1.582779,5284.631255499996,3501.532078750005
1439,10,18,27,24,84,94,94,80,1.570136,6116.738321499997,3211.0810262500013
1440,49,4,17,24,98,68,100,65,1.5699459999999998,5844.87914975,3428.6773182500006
1441,17,9,17,4,57,45,63,79,1.605915,4682.070017249999,4644.885063999999
1442,8,26,15,36,46,77,70,99,1.5917379999999999,6091.042758750001,2374.488114249997
1443,2,20,30,12,94,86,98,83,1.6021809999999999,6895.3943242500045,3448.2681744999977
1444,3,15,20,59,72,62,33,97,1.6355680000000001,4580.559731500002,2352.0314682500007
1445,33,16,24,16,99,89,85,56,1.582693,6867.944000749997,3124.378919
1446,8,22,32,16,86,78,99,86,1.5889980000000001,6263.486146249993,3599.1752149999975
1447,6,28,38,23,55,76,99,70,1.596985,5567.023754000001,3799.842596249999
1448,32,30,8,7,88,85,91,79,1.591449,7228.833438749996,3460.603953000001
1449,54,3,0,28,93,62,63,81,1.585886,5549.945832999993,3411.893844
1450,1,21,57,6,44,88,94,21,1.6563590000000001,5647.549629249998,4796.446561750001
1452,27,1,19,20,95,82,88,90,1.5754389999999998,6804.847716999995,2858.5791592500013
1453,31,33,1,29,76,88,20,79,1.60148,7108.551263249999,1326.77674225
1454,21,18,4,14,78,73,33,54,1.5814279999999998,6037.478447999991,3156.39495975
1455,29,30,25,5,80,98,88,70,1.614068,7584.702965249997,3240.3385642499993
1458,9,26,14,25,92,84,77,98,1.592395,6795.62688075,2424.706219000001
1459,7,6,1,34,81,32,62,98,1.601291,3647.830486999998,4627.314805750001
1460,23,40,0,21,67,99,99,93,1.6020590000000001,8265.918490749997,1042.608022
1461,40,12,6,12,80,90,73,69,1.588647,7530.144455250002,2761.9361877500005
1462,10,30,53,0,84,59,99,22,1.609794,5690.79756575,4909.04569475
1463,14,16,30,7,99,51,96,51,1.6111,5088.440181749999,5008.695125500001
1464,26,0,27,35,68,86,88,91,1.567514,5676.817891999999,2962.3985302500014
1465,28,24,17,5,90,92,71,34,1.599607,7769.148350500003,3044.332264500001
1466,18,35,0,23,90,100,80,66,1.6102379999999998,7972.6922557499975,1047.1630075000003
1467,0,42,31,26,83,93,72,63,1.7320820000000001,5642.228125749998,3454.8985982500003
1468,36,21,23,18,79,77,83,23,1.592771,6243.944167249996,3460.26063225
1469,5,27,30,22,70,88,100,99,1.5926040000000001,5959.5537204999955,3461.010455250003
1470,52,17,11,8,100,82,49,86,1.583285,6884.237529,3428.174259
1471,23,23,5,7,100,98,58,99,1.600269,8097.823855999994,2476.9163142499983
1472,18,38,5,1,43,84,66,42,1.605318,7231.795787499993,3849.1594807499964
1473,3,24,11,24,81,99,46,99,1.595732,7541.404961749999,1743.6397070000005
1474,20,10,22,24,96,43,100,100,1.5982750000000001,4481.737613000002,4343.547818999997
1475,19,22,22,17,78,89,89,72,1.583901,7030.879261750003,2918.4484477500005
1476,1,15,16,25,92,70,71,83,1.5924260000000001,5850.342513999998,3286.1328112500005
1477,17,22,15,8,75,93,67,71,1.5931389999999999,7659.595012000003,2885.65277975
1478,16,8,20,10,75,63,97,49,1.590493,5552.7067187500015,4676.932097500001
1480,8,23,15,32,65,84,87,98,1.592664,6445.518732000005,2303.272486
1482,30,21,5,27,100,77,94,93,1.585009,6499.4811994999955,2551.535366749998
1483,0,3,32,23,94,85,74,88,1.601744,5885.0800992500035,3485.455511249999
1484,12,26,13,0,78,95,78,76,1.6082839999999998,8076.692819249999,3196.2954975000002
1485,16,17,38,4,74,86,99,83,1.619485,6652.290819750003,4207.49545125
1486,16,45,16,21,73,55,13,14,1.5804019999999999,6022.239922249999,2907.781601000003
1487,7,48,22,3,72,99,76,68,1.609398,8156.610729000002,2816.951276999999
1488,4,28,34,4,85,82,87,41,1.61055,7030.656338250002,3898.581266499998
1489,20,34,2,9,69,99,14,23,1.593886,8367.000814000003,1623.9404670000006
1491,17,25,14,22,76,100,97,99,1.576439,7331.607340999998,2188.6980545000006
1492,15,19,26,35,61,71,86,93,1.585586,5552.279946250002,3014.315366750001
1493,5,23,36,2,21,62,84,27,1.604995,5748.499631750001,5022.726058749999
1495,19,0,14,17,99,99,82,97,1.5900210000000001,7718.504668000006,2144.98639325
1496,17,35,14,5,82,73,87,24,1.587208,6456.997396000001,4359.952210749999
1497,34,16,10,18,61,29,53,44,1.5927,3650.125263499997,4240.667821249996
1498,36,1,30,27,99,17,83,85,1.621659,2311.9878742500014,5374.42803375
1499,49,10,30,5,98,66,67,44,1.584975,5993.733408500002,4587.081673250003
1500,23,29,26,19,80,97,93,66,1.576581,6464.010478000006,3273.7255097499997
1501,17,21,20,10,73,89,95,56,1.596341,7439.056636000002,2970.503569749997
1502,38,15,36,5,97,41,99,43,1.5973009999999999,4439.915420000003,5159.3971252500005
1503,34,4,45,4,76,10,80,16,1.603793,2529.051303499998,6184.130906499999
1504,28,3,26,16,100,86,95,72,1.58298,6767.4410365,3192.6870350000013
1505,17,21,7,19,76,69,62,63,1.5746769999999999,6040.226220249999,3572.613002749999
1506,16,13,22,8,65,95,90,73,1.606223,7630.162239000003,2924.0047932500006
1507,25,3,15,25,96,42,49,84,1.575368,4378.806350999997,4126.737118499998
1508,1,11,27,14,31,100,94,74,1.6012689999999998,6832.143067499998,3262.1896269999997
1510,21,13,8,15,65,80,86,51,1.586335,6693.451401499999,3310.9056919999994
1511,22,21,16,22,86,69,71,66,1.575207,5744.183065249996,3574.985265749999
1512,17,21,9,4,84,100,77,81,1.603537,8537.25671825,2394.9694655000017
1513,8,11,37,22,83,91,91,78,1.5900020000000001,5716.65048525,3730.524777499999
1514,30,22,9,12,90,95,23,42,1.584755,7979.2833317500035,1879.4655797499988
1515,15,11,40,31,68,61,95,77,1.582598,5055.159327249991,3797.4166875000014
1516,25,35,7,31,77,72,42,68,1.59175,6020.849941999998,2567.306756249999
1517,17,34,11,20,84,74,44,52,1.5935000000000001,6302.206515249998,3092.4224850000005
1518,44,1,26,7,95,47,33,83,1.5816189999999999,4659.7540395,3322.7956305
1519,18,16,13,19,97,89,100,100,1.583515,7225.679157749993,2473.866939499999
1520,33,17,6,31,78,75,60,89,1.572322,6601.198914000009,2215.238811
1521,15,15,8,26,57,73,70,63,1.580106,6193.151472249999,2923.6102100000007
1522,24,16,16,23,67,100,88,98,1.588237,7013.91458599999,2436.6152275000013
1523,4,39,18,6,71,93,58,78,1.618214,7728.122474250001,2956.24613875
1524,30,17,3,15,96,64,98,47,1.5818219999999998,5741.442442249993,4123.281241249998
