,pid,class-0-latency,class-1-latency,class-2-latency,class-3-latency,pr-0,pr-1,pr-2,pr-3,ar-0,ar-1,ar-2,ar-3,class-0-bw,class-1-bw,class-2-bw,class-3-bw
1683,110190-1642798083,1.585664,4.131524,10.307384,12.776855,69,100,81,100,14,21,15,14,505.73349000000013,7957.476377500006,2231.4703454999994,1639.1539594999997
1684,14840-1642800526,1.58724,5.036531,6.305748,13.210704,89,74,77,88,27,21,19,11,505.6333535000001,6438.5688310000005,3851.9823552499997,1488.5783194999995
1685,507-1642827478,1.607288,13.892356,3.34823,6.263679,78,21,95,98,13,4,9,31,505.8169367500001,2684.829234500002,5134.581327250002,3683.216574250001
1686,84626-1642794661,1.586986,4.26606,8.548673,12.699688,68,89,63,98,28,30,17,14,505.74898725000014,7369.711399749999,2762.5739577500012,1701.4741892500003
1687,1792-1642783547,1.581959,6.67195,7.089696,7.501273,99,55,67,100,30,2,3,32,505.50460749999996,5078.814031000003,3584.0880875,3201.2987112500014
1688,35382-1642788050,1.599732,3.93458,10.076138,15.833683,93,97,60,39,18,15,12,9,505.62500874999995,8170.464038000006,2288.388014749999,1207.3183072499996
1689,13758-1642785101,1.572338,6.563537,6.540031,8.210189,55,56,40,100,12,12,4,23,505.9492580000001,5259.100195749998,3560.905456499999,3077.2793292499996
1690,8647-1642784437,1.599448,4.48102,6.981315,21.269548,91,84,63,68,29,14,16,3,505.72633750000017,7069.053651499998,3819.794655000002,733.4530334999995
1691,42088-1642788941,1.5779239999999999,5.379499,6.439214,12.238294,64,91,100,66,17,26,35,14,505.735873,6421.221494749997,3722.282648499998,1719.9993144999992
1692,114340-1642783408,1.586958,4.998362,6.105611,14.838834,86,75,92,42,18,19,24,8,505.7144162500001,6377.80428,4127.87794975,1203.3545952500006
1693,81457-1642794221,1.574923,6.669508,5.46827,9.73296,85,56,99,95,20,11,16,20,505.7680595000001,5225.932597749997,4110.944268249999,2542.539833999999
1694,24110-1642786489,1.607521,5.043854,5.573843,30.234783,59,76,88,24,27,32,35,0,505.53798675,6598.603725250004,4597.587586500004,339.7405154999999
1695,5249-1642799258,1.603564,3.957726,9.326818,20.64572,84,99,75,89,16,32,18,5,505.5868625,8236.116169500003,2564.463616249999,794.1114894999995
1696,53275-1642790435,1.5984159999999998,4.21148,10.078436,9.43444,93,96,75,87,45,10,8,26,505.6881902500001,7320.526839249999,1747.9801175000007,2697.5369452499995
1697,76118-1642793543,1.5935039999999998,9.099983,5.653225,6.167953,85,41,100,99,4,0,36,36,505.74064224999984,4329.5562274999975,4009.9835407500013,3499.5913522500014
1698,9104-1642784513,1.593421,8.907825,6.2167069999999995,5.877593,96,40,39,100,32,7,1,35,505.5832854999999,4298.064706999998,3552.6525980000006,3868.566750249999
1699,66709-1642792234,1.5909010000000001,4.163658,9.549126,15.746683,58,99,100,50,11,18,18,9,505.70011100000005,7992.409464249999,2510.1757042500008,1207.3719502499998
1700,7044-1642799505,1.616701,4.211199,7.341198,19.431177,90,95,88,71,28,24,27,4,505.47718849999995,7424.530984749998,3392.7845937500015,723.46091325
1701,111217-1642782979,1.5788579999999999,4.5704,8.526843,11.580586,98,98,89,77,28,28,22,17,505.84673825000016,6995.284558749998,2938.133479,1932.5816642500008
1702,28616-1642787133,1.59097,4.62709,7.039887,17.206285,99,83,52,54,30,25,16,4,505.6726930000001,7144.004105749999,3597.7399345000017,964.1730774999995
1703,6394-1642784138,1.5949360000000001,7.03221,5.702349,9.677980999999999,41,81,99,66,6,9,45,24,505.7168005000001,5015.337463249997,4209.707973750002,2582.3450080000002
1704,14200-1642785133,1.5866859999999998,5.364374,7.177126,9.930392,50,89,92,94,11,33,30,23,505.7549475,6009.879111500001,3387.6013755000017,2492.166756249999
1705,81464-1642794254,1.582044,5.161685,7.299825,9.666951,72,80,95,94,28,8,25,23,505.9051512499999,6191.980840000001,3169.6736804999978,2526.866197999999
1706,76999-1642793630,1.596233,4.001482,10.905471,12.402069,91,99,85,97,6,17,10,16,505.65957949999995,8165.801764999999,1784.5725987500007,1826.3852620000005
1707,55534-1642790736,1.5992579999999998,4.239816,8.301839,10.817319,100,88,58,91,28,24,8,19,505.73468250000013,7032.936809749997,2584.2630854999998,2186.0444542500004
1708,11030-1642784738,1.594998,4.417418,7.712678,19.859989,66,88,99,68,12,14,20,5,505.6715010000001,7467.499971499997,3378.0920495000005,815.1280875000003
1709,13962-1642800425,1.5953140000000001,4.135913,9.67059,11.611242,98,99,59,92,21,30,14,19,505.73349075,7424.917219500002,2221.7822064999996,2158.0421927499997
1710,3894-1642799131,1.5851950000000001,5.458699,6.058191,13.036787,51,75,88,97,10,23,37,12,505.72633699999994,6276.841165249989,3939.4855495000015,1575.6797784999999
1711,59545-1642791284,1.5909170000000001,6.657674,8.261646,6.899548,96,63,97,100,3,8,28,37,505.63812175000004,5379.945039750001,3099.6954457500037,3464.236258250004
1712,72075-1642792949,1.594476,6.500199,9.016338,6.091584,76,100,88,100,3,12,26,41,505.56778950000006,5493.005512749999,2895.163296750002,3493.8704954999994
1714,86431-1642794883,1.580609,7.557373,7.977952,5.934987,78,48,30,83,28,30,13,27,505.7322975,4795.024395250006,3079.3488030000008,3982.369902249999
1715,35837-1642788111,1.613851,4.063856,6.927598,11.298807,76,87,67,83,11,16,12,15,505.5093757500001,6676.168443500004,3086.6658692500005,1993.8063617500009
1716,86891-1642794963,1.592828,4.40318,14.36152,7.9129760000000005,85,87,27,98,18,18,1,32,505.6154715000001,7303.404808750003,1144.6797865000003,3175.0738599999995
1717,16900-1642785504,1.6123219999999998,5.027629,5.879611,27.86215,83,86,93,54,33,16,40,0,505.4759972499999,6974.881886749999,4179.220199999996,337.98813674999974
1718,109873-1642782819,1.600039,3.902613,10.526511,15.73263,95,99,43,51,37,38,3,8,505.6476592499999,8412.318230499997,2118.4825892500007,1147.3965642499998
1719,74748-1642793341,1.608827,6.584595,13.273748,4.421477,70,65,78,96,3,13,1,58,505.59043925000014,5836.164949000001,935.4472162499992,4708.5344782500015
1720,68479-1642792464,1.6152989999999998,14.14937,7.004169,3.265341,61,18,35,97,23,5,15,38,505.5165285000001,2522.844075499999,3643.7249182499995,5307.494402750004
1721,91366-1642795560,1.6049820000000001,4.296152,7.561337,24.825615,88,89,90,70,15,28,13,2,505.55825224999995,7646.690606249997,3415.1697157500003,513.0040645000001
1722,89142-1642795262,1.589477,5.833641,5.384267,11.099067,93,62,75,78,31,8,10,15,505.64765899999986,5523.366927750002,4255.01823575,2026.1764540000004
1723,27256-1642786931,1.600992,4.36314,12.270281,8.063302,35,95,27,86,10,27,8,29,505.7072637500001,7047.300338749996,1585.9448900000002,3118.801116249998
1725,2526-1642827728,1.5980509999999999,10.126609,5.068914,5.979017,52,34,90,56,26,3,14,37,505.6595807500001,3823.7333297500013,4166.039228500002,3712.263106500001
1726,22890-1642801624,1.5699809999999998,6.945061,6.843954,7.285115,54,53,47,75,21,24,7,31,505.77402100000006,5137.033461250002,3524.4667527499973,3238.030673000001
1727,39845-1642788648,1.608974,5.471672,5.268181,18.788883,39,82,94,63,8,28,44,5,505.4545405,6362.361908750005,4365.977049499998,860.4276179999995
1728,102572-1642797042,1.5908669999999998,6.531858,5.97332,9.00528,17,56,98,71,2,19,17,23,505.82647299999985,5200.459958999997,4036.8258977500004,2641.1998267499976
1729,77447-1642793703,1.6011440000000001,5.663128,4.993721,13.334257,84,65,99,89,16,4,19,9,505.58686225,5666.544437750002,4545.915126500002,1418.8146590000003
1730,29526-1642787215,1.593767,3.936598,9.434426,13.738216,81,95,86,96,18,21,9,12,505.67746200000016,7786.24057875,2455.548047250001,1472.7258692499993
1731,93601-1642795857,1.5851009999999999,5.881062,5.492403,11.946134,97,64,84,30,45,3,38,10,505.73706625000017,5797.170398000005,4511.42311275,1448.7254607499995
1732,63147-1642791767,1.58119,6.002849,6.249756,9.387393,87,87,95,76,11,6,36,24,505.8300490000002,5601.617097750003,3671.1370970000016,2634.50861025
1733,109403-1642782749,1.610495,9.886425,3.354352,6.861772,31,36,92,96,1,1,33,18,505.5451399999999,4008.715151,4751.079084250002,2897.2840329999985
1735,28146-1642802363,1.597385,4.537656,6.697918,18.442913,100,82,97,42,19,15,17,5,505.57851800000003,7083.373070500003,3810.626269500002,796.5171345000002
1736,77440-1642793667,1.5961859999999999,4.566283,7.049234,22.138884,96,85,72,100,24,11,20,4,505.71203199999997,7320.002318999997,3651.4639852499977,724.9426840000002
1737,8868-1642799795,1.616665,19.526211,2.860704,6.501519,93,9,86,78,25,2,25,2,505.62381724999995,1435.0974564999985,6190.561057250002,3734.8735342500017
1738,60898-1642791472,1.593187,4.16631,8.710743,18.083632,58,93,100,80,6,18,18,7,505.6762684999999,7906.666992749995,2805.134057249999,983.3288175000001
1739,106585-1642797615,1.57806,7.494105,7.104145,6.204877,79,49,34,86,15,12,9,19,505.7752137500001,4900.240898499996,3241.770266500001,3684.4408517500005
1740,111078-1642798212,1.608883,4.900645,7.163766,11.000492,14,74,36,26,9,34,3,5,505.5332174999998,6246.4368360000035,3525.9592517499977,2020.0693615000007
1741,113009-1642783257,1.603621,6.577092,4.367219,14.88021,90,60,97,58,17,17,51,4,505.64169775000016,5605.033634750001,5029.2968737500005,923.0315687499998
1742,113891-1642783329,1.571857,4.773159,8.94748,9.488572,100,76,55,84,35,3,7,26,505.954027,6568.727489749997,2601.264714500002,2737.3588080000004
1743,80131-1642794067,1.580685,7.144885,4.654996,9.856709,79,52,97,81,14,7,21,16,505.79309375000014,5081.865788999996,4498.962164999995,2250.1766682499992
1744,48792-1642789841,1.5897000000000001,5.561459,6.640531,10.265174,56,79,92,84,21,17,33,21,505.7179915000001,5982.234474750004,3546.5860379999986,2333.965302250002
1745,17794-1642785666,1.607451,4.391649,12.534159,8.781714000000001,52,97,85,98,1,24,6,29,505.69891974999996,7582.0672505000075,1251.81198,2900.3143300000006
1746,28150-1642787076,1.59155,4.68413,7.031389,18.51001,84,84,89,22,28,33,28,6,505.68580600000007,7200.282812500001,3561.4490542500002,929.9933900000008
1747,64475-1642791922,1.611841,4.214392,7.914341,27.63904,82,91,57,27,49,23,1,0,505.47838175000004,7656.574248999995,3394.5417425,420.83263549999987
1748,49247-1642789926,1.589636,4.054607,9.747282,12.436266,92,92,81,39,11,27,6,16,505.8693884999999,7801.446915500007,2146.4574324999994,1828.005311999999
1749,99872-1642796716,1.58866,8.567201,6.983765,5.311555,74,43,59,65,21,0,24,46,505.89680775,4411.1442565000025,3390.9296980000004,4024.6403237500026
1750,108957-1642782696,1.600827,4.920389,6.65673,10.356111,87,73,31,13,62,23,4,4,505.74779499999994,6273.715495749998,3488.783835,2086.603638749999
1751,55060-1642790693,1.615987,4.869228,10.43266,8.142485,82,86,87,86,0,25,14,31,505.7334902500001,6694.296599750007,2090.4695972499985,3061.701060000001
1752,51953-1642790290,1.596244,4.546976,6.874397,21.499069,96,84,100,63,23,16,21,4,505.621433,7175.4443665,3696.681262999999,757.72643075
1753,10783-1642800004,1.619316,11.281684,7.259484,2.835581,100,15,22,66,39,0,7,9,505.60712775,3100.4321547500003,3356.6880227500014,4993.222951999998
1754,24560-1642786561,1.5860210000000001,6.280223,5.082548,10.147713,97,58,56,58,35,6,27,14,505.74779600000016,5307.319164000004,4266.7555795,2246.5610495
1755,79228-1642793926,1.5897890000000001,8.398918,5.137679,7.860663,87,45,84,98,11,7,20,27,505.74064224999984,4588.576559000002,4249.960184250001,3039.8595332499995
1756,4425-1642827983,1.602126,4.640103,7.18285,19.159725,41,100,98,84,8,34,31,6,505.63216200000005,7284.011839499995,3549.598452750002,876.4338487500002
1757,6238-1642828234,1.589055,4.385045,7.8866309999999995,15.653815,64,93,98,78,13,22,25,9,505.68818999999996,7401.047943999991,3133.6665162499994,1194.4568155000002
1758,67157-1642792289,1.6130939999999998,10.327711,3.743258,7.330619,72,35,68,99,17,4,12,23,505.5642122500002,3891.9448837499986,4837.266207750002,2893.5515869999995
1759,8042-1642828486,1.5762939999999999,4.9795169999999995,8.35257,10.023787,94,81,99,95,4,11,23,22,505.73587425000017,6656.941173750004,2930.650711000001,2365.4961579999995
1760,85979-1642794842,1.584063,4.557562,7.908179,12.00036,87,82,79,91,18,18,18,17,505.725145,6632.815599000004,3166.9902802499982,2008.4869854999997
1761,18250-1642785727,1.5908820000000001,5.914326,4.897641,16.141794,99,65,93,67,24,28,33,3,505.79071075000013,5979.615451499991,4884.016514249999,764.7514339999996
1762,34905-1642787956,1.592136,8.069339,4.328851,9.477936,56,46,82,97,15,15,24,17,505.7609080000002,4620.496036000002,4852.044586750001,2311.3739487499997
1763,88668-1642795182,1.58688,4.544129,7.865568,13.356922,100,85,100,68,22,14,23,12,505.72395325000014,7150.419951499995,3124.0677842500004,1525.057554500001
1764,69399-1642792584,1.5945610000000001,4.311594,7.992622,11.934401,78,84,32,68,41,10,14,2,505.78594174999995,7080.816030000002,3124.0880477500004,1529.1225902500003
1765,6835-1642784171,1.5885310000000001,4.150375,11.314977,11.384309,51,90,35,97,10,23,1,18,505.74183474999995,7760.157584500002,1934.1230397499992,2098.313571000001
1766,26809-1642786874,1.619345,4.112397,7.892992,19.417488,61,95,96,100,16,25,24,5,505.54275399999983,7660.8765150000045,3122.1354019999985,790.4315004999999
1767,38512-1642788437,1.619609,4.49521,8.234389,12.59656,37,93,97,94,0,20,23,13,505.39731925000024,7285.460235999999,2927.1876834999994,1603.1301010000006
1768,98078-1642796449,1.580852,5.113309,9.115726,8.545162,86,97,99,97,10,31,21,29,505.8169360000001,6193.2480327500025,2789.9956682500006,2928.868534250002
1769,26802-1642786860,1.601541,11.801803,5.267919,4.732092,63,25,45,69,16,10,15,47,505.59878299999997,3175.058363749998,4119.623899250004,4340.78693425
1770,15556-1642785337,1.5946660000000001,5.1526,5.72585,18.272833,22,74,80,34,9,14,29,4,505.6631557500001,6531.035902250002,4356.167317000001,787.06860525
1771,43424-1642789126,1.6233279999999999,16.179573,3.68785,5.288339,38,15,91,97,10,0,20,43,505.69415075000006,2105.7486530000006,5399.433375749995,4009.0501307500003
1772,5482-1642783996,1.591697,4.310669,12.310992,8.223022,46,86,25,99,20,40,5,26,505.76806100000005,7122.083902250005,1685.793400249999,2932.5187209999995
1773,17985-1642800954,1.596226,4.04143,9.385772,14.360778,66,97,87,53,8,12,17,11,505.72991275,7840.892073749996,2474.3854985000003,1395.6928262499994
1774,79683-1642793999,1.585782,5.678113,6.7408909999999995,10.089629,89,92,95,63,18,9,33,22,505.72752925,6004.97960825,3499.888179500001,2403.3868287499995
1775,48799-1642789852,1.605357,4.600415,9.245277,10.00637,75,87,72,70,1,25,16,23,505.6679247499999,6868.817802999997,2500.739096750001,2476.4335172499996
1776,86884-1642794959,1.586316,5.299216,6.228159,11.473053,98,69,85,96,17,9,10,15,505.7311055000001,5991.17994425,3900.3562917500008,1921.7729572500004
1777,2012-1642798848,1.593545,4.102808,12.100738,10.054366,90,100,67,64,31,22,6,24,505.69653425000007,7689.899208000002,1453.3126375,2557.1465465000015
1778,82385-1642794374,1.626817,13.802337,2.675413,5.983682,91,20,76,84,17,4,12,20,505.4450027500002,2650.3074197500036,5249.0448945000035,3521.0812095000015
1779,92257-1642795699,1.5934840000000001,3.965694,9.903597,12.447452,98,93,92,89,17,5,10,16,505.68938124999994,7669.545412499996,2232.185601749999,1839.4744402500012
1780,6147-1642799409,1.580365,4.863332,7.32994,12.155757,59,91,97,86,18,29,29,15,505.65958025,6602.933411000007,3425.2715085000013,1817.2121037499996
1781,89582-1642795296,1.591078,5.6587,12.745866,5.851921,63,84,80,99,11,5,9,45,505.5975910000003,6403.32222075,1487.7545854999987,3807.979821
1782,5040-1642783949,1.5891579999999998,4.574137,7.848223,11.884086,89,96,90,80,15,17,24,17,505.8693885,6794.096231999998,3085.731267250001,1968.9452649999994
1783,86424-1642794870,1.613907,8.556814,5.892089,6.338822,91,46,95,92,3,2,39,38,505.61189625000014,4494.6587089999975,3689.303397250002,3650.547266500001
1784,13061-1642800315,1.601335,11.842514,2.7772300000000003,7.740369,78,29,91,79,30,16,20,14,505.64527524999994,3298.0287087500014,5445.445776249997,2796.366212750001
1785,33108-1642787736,1.588685,8.073036,7.170311,5.65423,51,48,90,99,6,12,30,44,505.70368799999983,4655.944108250002,3285.297155,3921.469450749999
1786,4348-1642799144,1.58983,3.909421,12.770046,11.14493,87,95,23,68,17,19,2,15,505.7847492500001,7987.532618250002,1652.0392884999987,2084.5437037500005
1787,97190-1642796365,1.6174300000000001,3.781752,8.448776,21.727949,96,99,81,72,28,31,10,2,505.5475237499999,8019.3293100000055,2941.4236542499984,506.060125
1788,62250-1642791635,1.5986859999999998,4.435911,13.026946,8.033992,98,98,34,58,40,0,6,31,505.6381225,7330.6024092500065,1325.0899337499993,3045.7472797499995
1789,48785-1642789834,1.582595,8.019142,5.343652,7.799688,73,46,86,69,19,18,12,28,505.70964824999993,4596.8139172500005,4213.331936999999,3016.810416500001
1790,112111-1642783121,1.617292,5.461561,10.91797,6.379071,68,74,86,100,0,14,10,42,505.506992,6202.964780000004,1870.7430374999997,3677.2334592499983
1792,17526-1642800897,1.60457,10.049326,4.404714,6.94737,36,35,83,86,11,7,26,29,505.53679425,3917.748931499999,4565.5071735,3242.5534727500003
1793,17533-1642800900,1.606576,4.156185,9.144521,30.022646,89,97,53,41,21,28,22,1,505.6285850000002,8185.495137499997,2927.1197304999996,433.565377
1794,36278-1642788140,1.57469,7.630771,5.832587,7.182316,87,48,44,71,29,15,12,1,505.7740209999999,4764.100314000002,3894.550801499999,3217.0987142500003
1795,10283-1642828744,1.586228,4.933476,12.436772,7.384813,47,100,51,98,10,36,11,35,505.6357375000001,6917.757986500002,1698.3735572500007,3170.36986325
1796,38058-1642788390,1.603102,4.000198,8.174378,20.765205,93,95,54,69,41,33,22,1,505.59759125,7900.396586500002,3173.792361500004,520.3402025
1797,50606-1642790112,1.5903969999999998,5.273778,5.863568,11.013636,95,68,100,72,29,13,12,18,505.79667049999995,5843.2996277500015,3845.58677725,2180.1328675000004
1798,3201-1642783702,1.583587,4.306342,9.531676,11.447873,69,89,93,91,26,40,15,18,505.85746750000004,7515.398263499996,2357.2480692500003,1987.8447070000002
1799,53289-1642790442,1.584165,4.451667,10.301732,8.513708,89,84,60,100,11,17,9,29,505.72395300000005,6892.405747749999,1979.2020327499995,2916.4862625000014
1800,109882-1642782823,1.5904600000000002,4.469793,7.550917,17.373417,51,85,56,62,15,35,25,6,505.76448425,7257.353069499992,3429.7466277500007,1017.9114349999999
1801,42550-1642789032,1.5877379999999999,7.066794,4.721813,9.901254,93,52,96,96,12,5,39,16,505.8860767500001,5039.705036250001,4673.1019027500015,2105.07392925
1802,27249-1642786920,1.610395,4.661011,6.043188,19.331816,28,78,71,34,15,20,18,2,505.43427425000004,6624.1788865,4302.532673250003,629.8136722499999
1803,1561-1642798812,1.5993789999999999,3.824273,11.422522,12.262849,95,100,78,90,37,10,3,16,505.77282800000006,8110.8880015,1680.6387915,1850.2867224999995
1804,113002-1642783247,1.6048390000000001,4.248555,14.462303,8.622312,97,95,85,94,33,28,1,30,505.7144170000001,7525.935171749998,1061.1784464999996,3016.7758442500003
1805,39838-1642788642,1.582142,6.953527,4.778787,10.170879,55,54,98,70,7,9,22,14,505.72633700000006,5206.1533905,4624.077081749997,1981.8234452500003
1806,3208-1642783716,1.5827369999999998,4.428057,9.092161,10.494965,50,98,83,91,16,31,16,22,505.815745,7116.810079500002,2405.425309749999,2376.0819440000014
1807,6140-1642799406,1.611033,4.163567,7.8066569999999995,18.564983,56,91,56,35,16,36,24,4,505.4390427500001,7240.396739,3376.9547939999993,948.8201129999995
1808,107931-1642797788,1.588016,4.396752,9.816538,8.058389,48,79,24,98,23,35,9,11,505.8574677500001,6348.319054500004,2574.8753544999995,2899.9030577500007
1809,81938-1642794324,1.584671,4.890839,7.051698,13.184812,70,100,97,71,15,38,30,13,505.7728295,6721.035240749996,3482.596870750003,1612.96486725
1811,13513-1642800371,1.612251,11.831012,3.099056,6.28825,82,28,99,81,10,8,36,23,505.5308337499999,3305.3910724999987,4523.320199000002,3723.0885022499992
1813,5944-1642784098,1.592106,4.169653,8.963263,10.962015,95,87,84,31,19,53,2,19,505.73229725000004,7205.587623249997,2419.445512999999,2156.4781662500004
1814,98979-1642796584,1.600665,4.565059,17.327978,7.197632,47,95,22,67,25,34,1,35,505.6333535,7492.796182999998,753.3037677499998,3287.167550250001
1815,112421-1642798379,1.577887,5.251173,7.334861,9.979891,90,70,91,100,10,14,21,22,505.6428910000001,5918.598173750001,3465.064764249999,2492.14053175
1816,31786-1642787536,1.6074709999999999,3.972291,9.258921,28.647062,88,100,89,27,33,8,13,2,505.5105690000002,8458.697796999997,2589.6096222499996,472.35846550000014
1817,68486-1642792494,1.592126,4.283233,10.600222,10.866758,77,98,53,64,4,34,12,20,505.72633700000006,7728.590965750002,1924.68643125,2178.71189125
1818,113898-1642783354,1.595318,7.085365,4.414996,10.419232,99,52,98,81,36,13,32,14,505.63096949999994,5019.942519249997,4793.552160999998,1932.0607185
1819,21857-1642786192,1.5821109999999998,4.281664,8.762514,12.351912,80,89,83,97,16,8,17,15,505.7406427500001,7347.04852075,2706.5885054999994,1773.2417567500008
1820,109747-1642798049,1.577165,4.848219,9.494226,9.831881,95,100,71,90,24,30,19,25,505.7990550000001,6791.874170500001,2512.6457219999993,2612.3011112500026
1822,15312-1642800612,1.599319,4.721139,6.458488,28.709705,83,82,67,23,20,25,25,0,505.57613274999994,7131.612299749994,4071.5658682499966,390.3257845
1823,110630-1642798153,1.600587,7.19478,3.796061,10.782242,84,52,94,23,41,18,8,7,505.72753025,5206.671952500002,4972.847698750001,1462.7456642500017
1824,81906-1642794295,1.606212,14.187495,2.834529,8.805622,54,20,84,30,7,10,31,1,505.62858549999976,2597.9602354999993,6192.162038250002,2700.4289644999985
1825,105253-1642797434,1.6324139999999998,4.44255,7.607059,19.170467,22,93,91,43,0,27,26,6,505.39135874999994,7472.109794250005,3237.1616375000003,902.3833274999998
1826,9559-1642784585,1.5832700000000002,5.634746,7.824279,8.598129,92,82,96,86,30,2,27,29,505.73348974999993,5840.775963749993,3130.2988540000006,2941.1244397500013
1827,107924-1642797752,1.575861,5.108726,9.848859,8.365569,68,92,68,86,25,10,18,31,505.8503144999999,6554.667948499996,2363.9154424999992,2993.9627630000027
1828,68951-1642792536,1.589858,5.268733,12.584054,6.082821,100,69,12,84,30,11,5,14,505.64646724999994,6195.945739500002,1600.40616925,3840.7671444999983
1829,92698-1642795722,1.585363,8.348091,5.339999,7.218458,72,45,91,97,26,12,30,29,505.71322424999994,4560.879467749998,4222.224948499999,3034.915922499998
1831,89135-1642795258,1.585527,4.8817319999999995,12.45538,7.1199770000000004,92,74,14,76,35,10,3,9,505.7573320000001,6417.196987249997,1727.8349402500005,3589.353559499998
1832,107032-1642797648,1.585004,6.221785,4.757668,13.347193,76,61,86,47,20,20,18,7,505.7704437500001,5657.447577249999,4801.1398312500005,1222.0692609999999
1833,2233-1642783579,1.612653,5.7294789999999995,8.212674,8.286229,81,97,99,84,5,35,26,30,505.73587350000014,5662.024019999998,3143.1591507499984,3062.4830710000015
1834,40294-1642788702,1.583988,4.613784,8.086464,10.308084,71,79,72,97,10,11,16,22,505.7394497500002,6496.130227750003,2944.6196547500012,2442.1179304999996
1835,12413-1642784908,1.588574,5.088515,10.07323,7.652171,32,90,99,88,8,36,17,34,505.66077200000007,6235.371826249997,2359.1756832499987,3268.347977749999
1836,114347-1642783418,1.640685,5.128003,5.803229,13.002488,76,71,76,46,0,46,18,12,505.50937600000003,6093.831063249999,4041.764736500001,1606.2498115000008
1837,60451-1642791393,1.575206,6.521288,7.634385,7.15968,87,73,89,99,20,10,30,36,505.79190225000013,5405.701399750003,3150.4249590000004,3354.18343525
1838,69857-1642792680,1.591164,4.151586,8.82399,12.873304,88,99,100,84,18,20,17,14,505.70607125000004,7631.108761250003,2533.3547590000016,1649.4810595000004
1839,34017-1642787854,1.596029,12.034084,2.842427,8.904623,95,29,90,69,24,6,22,5,505.67150050000015,3228.7538037499994,6185.995339250005,2033.6782939999991
1840,46536-1642789534,1.587958,5.510828,6.462837,11.10716,67,69,100,72,5,14,28,18,505.6321620000001,5804.527997250002,3797.00660875,2231.954336750002
1841,77888-1642793727,1.604975,4.275858,7.40913,14.520685,94,86,66,29,29,24,3,9,505.71560850000003,7307.648658500003,3198.24814775,1244.2708032500002
1842,40287-1642788682,1.583564,8.445481,4.753624,7.539925,46,43,98,42,31,25,3,26,505.83243400000015,4524.844886250001,4332.473276750001,2969.4616792499996
1843,29085-1642787166,1.611883,4.660411,9.781711,9.564796,28,94,56,97,1,36,17,24,505.55705900000004,7077.6057284999915,2288.5537145000008,2503.0493737500005
1844,4588-1642783878,1.61692,4.317086,6.231018,10.980823000000001,96,81,67,97,14,9,12,16,505.3615572500002,5791.845320249995,3666.6750900000006,2252.702712250002
1845,42095-1642788944,1.598513,7.133691,4.245202,10.846492,93,53,96,49,23,19,15,10,505.63335349999994,5084.701777500003,4975.936414750002,1637.4385347499992
1846,1785-1642783539,1.596759,4.009849,10.688763,10.302462,79,100,70,100,18,27,8,23,505.6524267500001,7516.171933750003,1712.6119127500006,2490.9186362499995
1847,13955-1642800415,1.581044,4.935099,6.646923,13.931358,70,77,95,85,21,23,27,10,505.78951825,6675.093174000002,3743.5638907499997,1354.7444364999983
1848,100313-1642796743,1.580887,5.964492,5.883516,10.093983,92,62,81,95,22,19,25,18,505.8097840000002,5667.989254499999,3942.4204824999993,2266.2782672499998
1849,108946-1642782687,1.589086,4.208644,10.262424,10.444004,89,89,61,95,26,24,6,22,505.82528125000016,7423.9885805,1957.662107000001,2388.794422249999
1850,79825-1642794024,1.581712,5.431381,5.846614,11.939878,61,69,46,88,25,3,17,3,505.7287212500001,6109.5476144999975,4099.932909249997,1489.542722
1851,47886-1642789708,1.6005479999999999,3.868694,11.917426,12.892118,58,100,48,57,20,36,4,15,505.70487925000015,8484.817742249992,1431.7619792500004,1764.0841017500006
1852,35375-1642788037,1.5992069999999998,4.552086,6.828268,17.865232,86,84,97,23,34,27,29,5,505.6393145000001,7096.889019749999,3721.3444707500016,809.7326750000004
1853,31335-1642787513,1.585489,6.880336,5.426721,9.010719,78,54,100,80,9,10,26,22,505.70607125000004,5076.833963499998,4127.4905202499995,2674.3364339999994
1854,90911-1642795481,1.589544,7.914415,4.382104,9.112628,36,48,74,49,9,20,17,18,505.89442224999976,4836.620092250001,4533.834458000004,2499.0916239999997
1855,109412-1642782754,1.581576,4.30714,8.948783,12.18802,100,88,95,98,17,9,16,16,505.8050155000001,7382.391691999999,2614.7925849999997,1856.47010975
1856,44335-1642789266,1.594852,4.643439,7.502288,10.378587,52,87,81,81,11,14,22,21,505.77282875,6495.356559250002,3081.2776085,2345.041037000001
1857,26360-1642786831,1.580912,6.61393,6.389539,7.994137,90,56,42,93,27,24,19,16,505.67507675000013,5079.246760749999,3848.3369359999997,2936.701775499999
1858,101202-1642796876,1.5943209999999999,5.97504,5.177433,13.6714,31,87,99,27,13,27,46,11,505.78475000000014,5805.832148999999,4475.754501000001,1419.7218397499998
1859,44327-1642789248,1.604631,6.113684,4.245684,17.471182,50,84,93,80,24,13,55,5,505.65838825,5773.597955000003,4810.594321250002,930.1769755000001
1860,11364-1642829000,1.583233,7.649758,5.785341,7.6986740000000005,100,48,82,91,34,1,11,29,505.7466027500002,4818.0305955,4023.7808232499997,3045.3050132499984
1861,94482-1642795993,1.614859,4.19986,7.597205,30.896772,88,91,78,39,25,22,17,1,505.44381175,7605.3738605000035,3474.9746327500015,420.0029395000001
1862,109864-1642782816,1.568946,5.038466,7.537933,10.692556,88,74,98,88,14,9,17,18,505.91707100000013,6520.470382750001,3267.649410000002,2127.0740030000015
